text,sentiment
lykke,Positive
velduftende,Positive
fri,Positive
befriet,Positive
frihed,Positive
friheder,Positive
frisk,Positive
friskere,Positive
friskeste,Positive
venlighed,Positive
venlig,Positive
frolic,Positive
sparsommelig,Positive
frugtbar,Positive
ftw,Positive
fulfillment,Positive
sjov,Positive
futurestic,Positive
futuristisk,Positive
munterhed,Positive
munter,Positive
sej,Positive
cool,Positive
gevinst,Positive
gained,Positive
gainful,Positive
gainfully,Positive
gaining,Positive
gains,Positive
galant,Positive
galantly,Positive
galore,Positive
nørdede,Positive
nørdet,Positive
perle,Positive
gems,Positive
generøsitet,Positive
generøs,Positive
generøst,Positive
blid,Positive
blidest,Positive
ægte,Positive
begavet,Positive
glamourøs,Positive
glæde,Positive
glædeligt,Positive
glimmer,Positive
glimmering,Positive
glitre,Positive
glitrende,Positive
glitter,Positive
glitz,Positive
glorify,Positive
glorværdig,Positive
gloriously,Positive
glory,Positive
glow,Positive
glødende,Positive
glowingly,Positive
guddommelig,Positive
godsend,Positive
guld,Positive
golden,Positive
god,Positive
goodly,Positive
godhed,Positive
goodwill,Positive
goood,Positive
gooood,Positive
gorgeous,Positive
gorgeously,Positive
grace,Positive
graceful,Positive
gracefully,Positive
gracious,Positive
graciøst,Positive
graciøsitet,Positive
grand,Positive
grandeur,Positive
taknemmelig,Positive
taknemmelig,Positive
taknemmelighed,Positive
tilfreds,Positive
glæder sig,Positive
gratify,Positive
gratifying,Positive
gratifyingly,Positive
taknemmelighed,Positive
stor,Positive
største,Positive
storhed,Positive
grin,Positive
banebrydende,Positive
garanti,Positive
vejledning,Positive
uden skyld,Positive
gåpåmod,Positive
gush,Positive
gusto,Positive
modig,Positive
hagl,Positive
halcyon,Positive
hale,Positive
kendetegn,Positive
kendetegn,Positive
hallowed,Positive
handier,Positive
handily,Positive
handsome,Positive
handsomely,Positive
handy,Positive
gladere,Positive
lykkelig,Positive
lykke,Positive
mere hårdfør,Positive
hårdfør,Positive
harmløs,Positive
harmonisk,Positive
harmonisk,Positive
harmonisere,Positive
harmony,Positive
fremgang,Positive

unormal,Negative
afskaffe,Negative
afskyelig,Negative
afskyeligt,Negative
abominate,Negative
afskyelig,Negative
abort,Negative
aborted,Negative
aborter,Negative
abrade,Negative
abrasive,Negative
abrupt,Negative
abruptly,Negative
abscond,Negative
fravær,Negative
absentee,Negative
absurd,Negative
absurditet,Negative
absurd,Negative
absurditet,Negative
misbrug,Negative
misbrugt,Negative
misbruger,Negative
misbruger,Negative
abysmal,Negative
abysmally,Negative
afgrund,Negative
utilsigtet,Negative
accost,Negative
forbandet,Negative
beskyldning,Negative
beskyldninger,Negative
accuse,Negative
accuses,Negative
beskylder,Negative
anklagende,Negative
acerbate,Negative
acerbic,Negative
acerbisk,Negative
ondt,Negative
ached,Negative
aches,Negative
achey,Negative
smertende,Negative
acrid,Negative
acridly,Negative
acridness,Negative
acrimonious,Negative
akrimonisk,Negative
akrimonisk,Negative
hårdnakket,Negative
hårdnakket,Negative
addict,Negative
addicted,Negative
addicting,Negative
addicts,Negative
admonish,Negative
admonisher,Negative
admonishingly,Negative
admonishment,Negative
admonition,Negative
adulterate,Negative
adulterated,Negative
adulteration,Negative
adulterier,Negative
adversarial,Negative
adversary,Negative
adverse,Negative
adversity,Negative
rammes,Negative
affliction,Negative
afflictive,Negative
affront,Negative
bange,Negative
aggravate,Negative
aggravating,Negative
aggravation,Negative
aggression,Negative

aggressor,Negative
aggrieve,Negative
aggrieved,Negative
aggrivation,Negative
aghast,Negative
agonies,Negative
agonize,Negative
agonizing,Negative
agonizingly,Negative
agony,Negative
grundstødt,Negative
ail,Negative
ailing,Negative
lidelse,Negative
aimless,Negative
alarm,Negative
alarmeret,Negative
alarmerende,Negative
alarmerende,Negative
alienate,Negative
alienated,Negative
alienation,Negative
påstand,Negative
påstande,Negative
påstås,Negative
allergisk,Negative
allergier,Negative
allergy,Negative
aloof,Negative
altercation,Negative
ambiguity,Negative
ambiguous,Negative
ambivalens,Negative
ambivalent,Negative
baghold,Negative
amiss,Negative
amputere,Negative
anarkisme,Negative
anarkist,Negative
anarkistisk,Negative
anarki,Negative
anemic,Negative
anger,Negative
angrily,Negative
angriness,Negative
angry,Negative
angusish,Negative
animosity,Negative
annihilate,Negative
annihilation,Negative
irritere,Negative
annoyance,Negative
annoyances,Negative
irriterede,Negative
irriterende,Negative
irriterende,Negative
irriterer,Negative
unormal,Negative
anomali,Negative
antagonisme,Negative
antagonist,Negative
antagonistisk,Negative
antagonize,Negative
antipati,Negative
antiquated,Negative
antithetical,Negative
anxies,Negative
angst,Negative
ængstelig,Negative
ængstelig,Negative
ængstelse,Negative
apatisk,Negative
apatisk,Negative
apati,Negative
apokalypse,Negative
apokalyptisk,Negative
apologet,Negative
apologeter,Negative
appal,Negative
appall,Negative
forfærdet,Negative
forfærdelig,Negative
forfærdeligt,Negative
apprehension,Negative
apprehensions,Negative
ængstelig,Negative
ængstelig,Negative
arbitrær,Negative
mystisk,Negative
arkaisk,Negative
besværlig,Negative
besværligt,Negative
argumentativ,Negative
arrogance,Negative
arrogant,Negative
arrogant,Negative
skamfuld,Negative
asinine,Negative
asininely,Negative
asinininity,Negative
askance,Negative
asperse,Negative
aspersion,Negative
aspersions,Negative
angribe,Negative
assassin,Negative
assassinate,Negative
assault,Negative
assault,Negative
astray,Negative
asunder,Negative
atrocious,Negative
grusomheder,Negative
grusomhed,Negative
atrophy,Negative
attack,Negative
angreb,Negative
audacious,Negative
audaciously,Negative
dristighed,Negative
dristighed,Negative
auditivt,Negative
streng,Negative
autoritær,Negative
autokrat,Negative
autokratisk,Negative
avalanche,Negative
avarice,Negative
avaricious,Negative
avariciously,Negative
hævde,Negative
averse,Negative
aversion,Negative
aweful,Negative
awful,Negative
awfully,Negative
awfulness,Negative
awkward,Negative
awkwardness,Negative
ax,Negative
babble,Negative
rygsmerter,Negative
rygsmerter,Negative
backaching,Negative
backbite,Negative
backbiting,Negative
backward,Negative
backwardness,Negative
backwood,Negative
backwoods,Negative
bad,Negative
badly,Negative
baffle,Negative
baffled,Negative
bafflement,Negative
baffling,Negative
lokkemad,Negative
balk,Negative
banal,Negative
banalize,Negative
bane,Negative
banish,Negative
banishment,Negative
bankrupt,Negative
barbarian,Negative
barbarisk,Negative
barbarically,Negative
barbarity,Negative
barbarous,Negative
barbarously,Negative
barbarisk,Negative
grundløs,Negative
bash,Negative
bashed,Negative
bashful,Negative
bashing,Negative
bastard,Negative
bastards,Negative
battered,Negative
battering,Negative
batty,Negative
bearish,Negative
beastly,Negative
bedlam,Negative
bedlamite,Negative
befoul,Negative
beg,Negative
beggar,Negative
beggarly,Negative
begging,Negative
beguile,Negative
belabor,Negative
belated,Negative
beleaguer,Negative
belie,Negative
belittle,Negative
belittled,Negative
belittling,Negative
bellicose,Negative
belligerence,Negative
belligerent,Negative
belligerently,Negative
beklagelig,Negative
beklagende,Negative
bemused,Negative
bent,Negative
berate,Negative
bereave,Negative
bereavement,Negative
berøvet,Negative
berserk,Negative
bebrejde,Negative
beset,Negative
belejre,Negative
besmirch,Negative
bestial,Negative
betray,Negative
betrayal,Negative
betrayals,Negative
betrayer,Negative
forråder,Negative
forråder,Negative
beklager,Negative
beware,Negative
forvirre,Negative
forvirret,Negative
forvirrende,Negative
forvirrende,Negative
forvirring,Negative
forhekselse,Negative
bias,Negative
biased,Negative
biases,Negative
skænderi,Negative
bickering,Negative
bigotries,Negative
bigotry,Negative
bitch,Negative
bitchy,Negative
biting,Negative
bitingly,Negative
bitter,Negative
bitterly,Negative
bitterness,Negative
bizar,Negative
blab,Negative
blabber,Negative
blackmail,Negative
blah,Negative
blame,Negative
blameworthy,Negative
bland,Negative
fadish,Negative
blaspheme,Negative
blasfemisk,Negative
blasfemi,Negative
blasted,Negative
blatant,Negative
blatantly,Negative
blather,Negative
dyster,Negative
bleakly,Negative
bleakness,Negative
bleed,Negative
bleeding,Negative
bløder,Negative
blemish,Negative
blind,Negative
blinding,Negative
blindingly,Negative
blindside,Negative
blister,Negative
blistering,Negative
oppustet,Negative
blokering,Negative

adequate,Neutral
anchored,Neutral
apathetic,Neutral
balanced,Neutral
bland,Neutral
clandestine,Neutral
commonplace,Neutral
complacent,Neutral
concealed,Neutral
conforming,Neutral
constant,Neutral
content,Neutral
drowsy,Neutral
durable,Neutral
enigmatic,Neutral
established,Neutral
exhausted,Neutral
explicit,Neutral
factual,Neutral
faithful,Neutral
fatigued,Neutral
fixed,Neutral
genuine,Neutral
graphic,Neutral
humble,Neutral
impartial,Neutral
indifferent,Neutral
informational,Neutral
jaded,Neutral
knowledgeable,Neutral
legitimate,Neutral
lifelike,Neutral
mediocre,Neutral
meek,Neutral
mellow,Neutral
moderate,Neutral
modest,Neutral
nonchalant,Neutral
objective,Neutral
obscure,Neutral
ordinary,Neutral
placid,Neutral
plainspoken,Neutral
presentable,Neutral
puzzling,Neutral
reported,Neutral
satisfied,Neutral
secretive,Neutral
sedate,Neutral
serene,Neutral
settled,Neutral
sluggish,Neutral
stable,Neutral
standard,Neutral
subdued,Neutral
tangible,Neutral
tolerable,Neutral
tranquil,Neutral
typical,Neutral
unassuming,Neutral
unbiased,Neutral
unchangeable,Neutral
unconcerned,Neutral
unintelligible,Neutral
unopinionated,Neutral
unpretentious,Neutral
veiled,Neutral
weary,Neutral
normal,Neutral
passende,Neutral
forankret,Neutral
apatisk,Neutral
afbalanceret,Neutral
intetsigende,Neutral
hemmelig,Neutral
almindelig,Neutral
selvtilfreds,Neutral
skjult,Neutral
konform,Neutral
konstant,Neutral
indhold,Neutral
søvnig,Neutral
holdbar,Neutral
gådefuld,Neutral
etableret,Neutral
udmattet,Neutral
eksplicit,Neutral
faktuel,Neutral
troværdig,Neutral
træt,Neutral
fastlåst,Neutral
ægte,Neutral
grafisk,Neutral
ydmyg,Neutral
upartisk,Neutral
ligegyldig,Neutral
informativ,Neutral
afstumpet,Neutral
vidende,Neutral
legitimt,Neutral
livagtig,Neutral
middelmådig,Neutral
blid,Neutral
mild,Neutral
moderat,Neutral
beskeden,Neutral
objektiv,Neutral
uklar,Neutral
fredfyldt,Neutral
præsentabel,Neutral
forvirrende,Neutral
rapporteret,Neutral
tilfreds,Neutral
hemmelighedsfuld,Neutral
beroligende,Neutral
rolig,Neutral
træg,Neutral
stabil,Neutral
standard,Neutral
afdæmpet,Neutral
håndgribelig,Neutral
tolerabel,Neutral
typisk,Neutral
ubesværet,Neutral
upartisk,Neutral
uforanderlig,Neutral
ubekymret,Neutral
uforståelig,Neutral
uhøjtidelig,Neutral
uhøjtidelig,Neutral
tilsløret,Neutral

heck,Negative
heckle,Negative
heckled,Negative
heckles,Negative
hectic,Negative
hedge,Negative
hedonistic,Negative
heedless,Negative
hefty,Negative
hegemonism,Negative
hegemonistic,Negative
hegemony,Negative
heinous,Negative
hell,Negative
hellion,Negative
hells,Negative
helpless,Negative
helplessly,Negative
helplessness,Negative
heresy,Negative
heretic,Negative
heretical,Negative
hesitant,Negative
hestitant,Negative
hideous,Negative
hideously,Negative
hideousness,Negative
hiliarious,Negative
hinder,Negative
hindrance,Negative
hiss,Negative
hissed,Negative
hissing,Negative
hoax,Negative
hobble,Negative
hogs,Negative
hollow,Negative
hoodium,Negative
hoodwink,Negative
hooligan,Negative
hopeless,Negative
hopelessly,Negative
hopelessness,Negative
horde,Negative
horrendous,Negative
horrendously,Negative
horrible,Negative
horrid,Negative
horrific,Negative
horrified,Negative
horrifies,Negative
horrify,Negative
horrifying,Negative
horrifys,Negative
hostage,Negative
hostile,Negative
hostilities,Negative
hostility,Negative
hotbeds,Negative
hothead,Negative
hotheaded,Negative
hothouse,Negative
hubris,Negative
huckster,Negative
hum,Negative
humid,Negative
humiliate,Negative
humiliating,Negative
humiliation,Negative
humming,Negative
hung,Negative
hurt,Negative
hurted,Negative
hurtful,Negative
hurting,Negative
hurts,Negative
hustler,Negative
hype,Negative
hypocricy,Negative
hypocrisy,Negative
hypocrite,Negative
hypocrites,Negative
hypocritical,Negative
hypocritically,Negative
hysteria,Negative
hysteric,Negative
hysterical,Negative
hysterically,Negative
hysterics,Negative
idiocies,Negative
idiocy,Negative
idiot,Negative
idiotic,Negative
idiotically,Negative
idiots,Negative
idle,Negative
ignoble,Negative
ignominious,Negative
ignominiously,Negative
ignominy,Negative
ignorance,Negative
ignorant,Negative
ignore,Negative
illegal,Negative
illegally,Negative
illegitimate,Negative
illicit,Negative
illiterate,Negative
illness,Negative
illogic,Negative
illogical,Negative
illogically,Negative
illusion,Negative
illusions,Negative
illusory,Negative
imaginary,Negative
imbalance,Negative
imbecile,Negative
imbroglio,Negative
immaterial,Negative
immature,Negative
imminence,Negative
imminently,Negative
immobilized,Negative
immoderate,Negative
immoderately,Negative
immodest,Negative
immoral,Negative
immorality,Negative
immorally,Negative
immovable,Negative
impair,Negative
impaired,Negative
impasse,Negative
impatience,Negative
impatient,Negative
impatiently,Negative
impeach,Negative
impedance,Negative
impede,Negative
impediment,Negative
impending,Negative
impenitent,Negative
imperfect,Negative
imperfection,Negative
imperfections,Negative
imperfectly,Negative
imperialist,Negative
imperil,Negative
imperious,Negative
imperiously,Negative
impermissible,Negative
impersonal,Negative
impertinent,Negative
impetuous,Negative
impetuously,Negative
impiety,Negative
impinge,Negative
impious,Negative
implacable,Negative
implausible,Negative
implausibly,Negative
implicate,Negative
implication,Negative
implode,Negative
impolite,Negative
impolitely,Negative
impolitic,Negative
importunate,Negative
importune,Negative
impose,Negative
imposers,Negative
imposing,Negative
imposition,Negative
impossible,Negative
impossiblity,Negative
impossibly,Negative
impotent,Negative
impoverish,Negative
impoverished,Negative
impractical,Negative
imprecate,Negative
imprecise,Negative
imprecisely,Negative
imprecision,Negative
imprison,Negative
imprisonment,Negative
improbability,Negative
improbable,Negative
improbably,Negative
improper,Negative
improperly,Negative
impropriety,Negative
imprudence,Negative
imprudent,Negative
impudence,Negative
impudent,Negative
impudently,Negative
impugn,Negative
impulsive,Negative
impulsively,Negative
impunity,Negative
impure,Negative
impurity,Negative
inability,Negative
inaccuracies,Negative
inaccuracy,Negative
inaccurate,Negative
inaccurately,Negative
inaction,Negative
inactive,Negative
inadequacy,Negative
inadequate,Negative
inadequately,Negative
inadverent,Negative
inadverently,Negative
inadvisable,Negative
inadvisably,Negative
inane,Negative
inanely,Negative
inappropriate,Negative
inappropriately,Negative
inapt,Negative
inaptitude,Negative
inarticulate,Negative
inattentive,Negative
inaudible,Negative
incapable,Negative
incapably,Negative
incautious,Negative
incendiary,Negative
incense,Negative
incessant,Negative
incessantly,Negative
incite,Negative
incitement,Negative
incivility,Negative
inclement,Negative
incognizant,Negative
incoherence,Negative
incoherent,Negative
incoherently,Negative
incommensurate,Negative
incomparable,Negative
incomparably,Negative
incompatability,Negative
incompatibility,Negative
incompatible,Negative
incompetence,Negative
incompetent,Negative
incompetently,Negative
incomplete,Negative
incompliant,Negative
incomprehensible,Negative
incomprehension,Negative
inconceivable,Negative
inconceivably,Negative
incongruous,Negative
incongruously,Negative
inconsequent,Negative
inconsequential,Negative
inconsequentially,Negative
inconsequently,Negative
inconsiderate,Negative
inconsiderately,Negative
inconsistence,Negative
inconsistencies,Negative
inconsistency,Negative
inconsistent,Negative
inconsolable,Negative
inconsolably,Negative
inconstant,Negative
inconvenience,Negative
inconveniently,Negative
incorrect,Negative
incorrectly,Negative
incorrigible,Negative
incorrigibly,Negative
incredulous,Negative
incredulously,Negative
inculcate,Negative
indecency,Negative
indecent,Negative
indecently,Negative
indecision,Negative
indecisive,Negative
indecisively,Negative
indecorum,Negative
indefensible,Negative
indelicate,Negative
indeterminable,Negative
indeterminably,Negative
indeterminate,Negative
indifference,Negative
indifferent,Negative
indigent,Negative
indignant,Negative
indignantly,Negative
indignation,Negative
indignity,Negative
indiscernible,Negative
indiscreet,Negative
indiscreetly,Negative
indiscretion,Negative
indiscriminate,Negative
indiscriminately,Negative
indiscriminating,Negative
indistinguishable,Negative
indoctrinate,Negative
indoctrination,Negative
indolent,Negative
indulge,Negative
ineffective,Negative
ineffectively,Negative
ineffectiveness,Negative
ineffectual,Negative
ineffectually,Negative
ineffectualness,Negative
inefficacious,Negative
inefficacy,Negative
inefficiency,Negative
inefficient,Negative
inefficiently,Negative
inelegance,Negative
inelegant,Negative
ineligible,Negative
ineloquent,Negative
ineloquently,Negative
inept,Negative
ineptitude,Negative
ineptly,Negative
inequalities,Negative
inequality,Negative
inequitable,Negative
inequitably,Negative
inequities,Negative
inescapable,Negative
inescapably,Negative
inessential,Negative
inevitable,Negative
inevitably,Negative
inexcusable,Negative
inexcusably,Negative
inexorable,Negative
inexorably,Negative
inexperience,Negative
inexperienced,Negative
inexpert,Negative
inexpertly,Negative
inexpiable,Negative
inexplainable,Negative
inextricable,Negative
inextricably,Negative
infamous,Negative
infamously,Negative
infamy,Negative
infected,Negative
infection,Negative
infections,Negative
inferior,Negative
inferiority,Negative
infernal,Negative
infest,Negative
infested,Negative
infidel,Negative
infidels,Negative
infiltrator,Negative
infiltrators,Negative
infirm,Negative
inflame,Negative
inflammation,Negative
inflammatory,Negative
inflammed,Negative
inflated,Negative
inflationary,Negative
inflexible,Negative
inflict,Negative
infraction,Negative
infringe,Negative
infringement,Negative
infringements,Negative
infuriate,Negative
infuriated,Negative
infuriating,Negative
infuriatingly,Negative
inglorious,Negative
ingrate,Negative
ingratitude,Negative
inhibit,Negative
inhibition,Negative
inhospitable,Negative
inhospitality,Negative
inhuman,Negative
inhumane,Negative
inhumanity,Negative
inimical,Negative
inimically,Negative
iniquitous,Negative
iniquity,Negative
injudicious,Negative
injure,Negative
injurious,Negative
injury,Negative
injustice,Negative
injustices,Negative
innuendo,Negative
inoperable,Negative
inopportune,Negative
inordinate,Negative
inordinately,Negative
insane,Negative
insanely,Negative
insanity,Negative
insatiable,Negative
insecure,Negative
insecurity,Negative
insensible,Negative
insensitive,Negative
insensitively,Negative
insensitivity,Negative
insidious,Negative
insidiously,Negative
insignificance,Negative
insignificant,Negative
insignificantly,Negative
insincere,Negative
insincerely,Negative
insincerity,Negative
insinuate,Negative
insinuating,Negative
insinuation,Negative
insociable,Negative
insolence,Negative
insolent,Negative
insolently,Negative
insolvent,Negative
insouciance,Negative
instability,Negative
instable,Negative
instigate,Negative
instigator,Negative
instigators,Negative
insubordinate,Negative
insubstantial,Negative
insubstantially,Negative
insufferable,Negative
insufferably,Negative
insufficiency,Negative
insufficient,Negative
insufficiently,Negative
insular,Negative
insult,Negative
insulted,Negative
insulting,Negative
insultingly,Negative
insults,Negative
insupportable,Negative
insupportably,Negative
insurmountable,Negative
insurmountably,Negative
insurrection,Negative
intefere,Negative
inteferes,Negative
intense,Negative
interfere,Negative
interference,Negative
interferes,Negative
intermittent,Negative
interrupt,Negative
interruption,Negative
interruptions,Negative
intimidate,Negative
intimidating,Negative
intimidatingly,Negative
intimidation,Negative
intolerable,Negative
intolerablely,Negative
intolerance,Negative
intoxicate,Negative
intractable,Negative
intransigence,Negative
intransigent,Negative
intrude,Negative
intrusion,Negative
intrusive,Negative
inundate,Negative
inundated,Negative
invader,Negative
invalid,Negative
invalidate,Negative
invalidity,Negative
invasive,Negative
invective,Negative
inveigle,Negative
invidious,Negative
invidiously,Negative
invidiousness,Negative
invisible,Negative
involuntarily,Negative
involuntary,Negative
irascible,Negative
irate,Negative
irately,Negative
ire,Negative
irk,Negative
irked,Negative
irking,Negative
irks,Negative
irksome,Negative
irksomely,Negative
irksomeness,Negative
irksomenesses,Negative
ironic,Negative
ironical,Negative
ironically,Negative
ironies,Negative
irony,Negative
irragularity,Negative
irrational,Negative
irrationalities,Negative
irrationality,Negative
irrationally,Negative
irrationals,Negative
irreconcilable,Negative
irrecoverable,Negative
irrecoverableness,Negative
irrecoverablenesses,Negative
irrecoverably,Negative
irredeemable,Negative
irredeemably,Negative
irreformable,Negative
irregular,Negative
irregularity,Negative
irrelevance,Negative
irrelevant,Negative
irreparable,Negative
irreplacible,Negative
irrepressible,Negative
irresolute,Negative
irresolvable,Negative
irresponsible,Negative
irresponsibly,Negative
irretating,Negative
irretrievable,Negative
irreversible,Negative
irritable,Negative
irritably,Negative
irritant,Negative
irritate,Negative
irritated,Negative
irritating,Negative
irritation,Negative
irritations,Negative
isolate,Negative
isolated,Negative
isolation,Negative
issue,Negative
issues,Negative
itch,Negative
itching,Negative
itchy,Negative
jabber,Negative
jaded,Negative
jagged,Negative
jam,Negative
jarring,Negative
jaundiced,Negative
jealous,Negative
jealously,Negative
jealousness,Negative
jealousy,Negative
jeer,Negative
jeering,Negative
jeeringly,Negative
jeers,Negative
jeopardize,Negative
jeopardy,Negative
jerk,Negative
jerky,Negative
jitter,Negative
jitters,Negative
jittery,Negative
jobless,Negative
joke,Negative
joker,Negative
jolt,Negative
judder,Negative
juddering,Negative
judders,Negative
jumpy,Negative
junk,Negative
junky,Negative
junkyard,Negative
jutter,Negative
jutters,Negative
kaput,Negative
kill,Negative
killed,Negative
killer,Negative
killing,Negative
killjoy,Negative
kills,Negative
knave,Negative
knife,Negative
knock,Negative
knotted,Negative
kook,Negative
kooky,Negative
lack,Negative
lackadaisical,Negative
lacked,Negative
lackey,Negative
lackeys,Negative
lacking,Negative
lackluster,Negative
lacks,Negative
laconic,Negative
lag,Negative
lagged,Negative
lagging,Negative
laggy,Negative
lags,Negative
lambast,Negative
lambaste,Negative
lame,Negative
lament,Negative
lamentable,Negative
lamentably,Negative
languid,Negative
languish,Negative
languor,Negative
languorous,Negative
languorously,Negative
lanky,Negative
lapse,Negative
lapsed,Negative
lapses,Negative
lascivious,Negative
latency,Negative
laughable,Negative
laughably,Negative
laughingstock,Negative
lawbreaker,Negative
lawbreaking,Negative
lawless,Negative
lawlessness,Negative
layoff,Negative
lazy,Negative
leak,Negative
leakage,Negative
leakages,Negative
leaking,Negative
leaks,Negative
leaky,Negative
lech,Negative
lecher,Negative
lecherous,Negative
lechery,Negative
leech,Negative
leer,Negative
leery,Negative
lemon,Negative
lengthy,Negative
letch,Negative
lethal,Negative
lethargic,Negative
lethargy,Negative
lewd,Negative
lewdly,Negative
lewdness,Negative
liability,Negative
liable,Negative
liar,Negative
liars,Negative
licentious,Negative
licentiously,Negative
licentiousness,Negative
lie,Negative
lied,Negative
lier,Negative
lies,Negative
limit,Negative
limitation,Negative
limitations,Negative
limited,Negative
limits,Negative
limp,Negative
listless,Negative
litigious,Negative
livid,Negative
lividly,Negative
loath,Negative
loathe,Negative
loathing,Negative
loathly,Negative
loathsome,Negative
loathsomely,Negative
lone,Negative
loneliness,Negative
lonely,Negative
loner,Negative
lonesome,Negative
longing,Negative
longingly,Negative
loophole,Negative
loopholes,Negative
loose,Negative
loot,Negative
lorn,Negative
lose,Negative
loser,Negative
losers,Negative
loses,Negative
losing,Negative
loss,Negative
losses,Negative
lost,Negative
loud,Negative
louder,Negative
lousy,Negative
loveless,Negative
lovelorn,Negative
lowly,Negative
ludicrous,Negative
ludicrously,Negative
lugubrious,Negative
lukewarm,Negative
lull,Negative
lumpy,Negative
lunatic,Negative
lunaticism,Negative
lurch,Negative
lure,Negative
lurid,Negative
lurk,Negative
lurking,Negative
lying,Negative
macabre,Negative
mad,Negative
madden,Negative
maddening,Negative
malice,Negative
malicious,Negative
maliciously,Negative
maliciousness,Negative
malign,Negative
malignant,Negative
malodorous,Negative
maltreatment,Negative
mangle,Negative
mangled,Negative
mangles,Negative
mangling,Negative
mania,Negative
maniac,Negative
maniacal,Negative
manic,Negative
manipulate,Negative
manipulation,Negative
manipulative,Negative
manipulators,Negative
mar,Negative
marginal,Negative
marginally,Negative
martyrdom,Negative
mashed,Negative
massacre,Negative
massacres,Negative
matte,Negative
mawkish,Negative
mawkishly,Negative
mawkishness,Negative
meager,Negative
meaningless,Negative
meanness,Negative
measly,Negative
meddle,Negative
meddlesome,Negative
mediocre,Negative
mediocrity,Negative
melancholy,Negative
melodramatic,Negative
melodramatically,Negative
meltdown,Negative
menace,Negative
menacing,Negative
menacingly,Negative
mendacious,Negative
mendacity,Negative
menial,Negative
merciless,Negative
mercilessly,Negative
mess,Negative
messed,Negative
messes,Negative
messing,Negative
messy,Negative
midget,Negative
miff,Negative
militancy,Negative
mindless,Negative
mindlessly,Negative
mirage,Negative
mire,Negative
misalign,Negative
misaligned,Negative
misaligns,Negative
misapprehend,Negative
misbecome,Negative
misbecoming,Negative
misbegotten,Negative
misbehave,Negative
misbehavior,Negative
miscalculate,Negative
miscalculation,Negative
miscellaneous,Negative
mischief,Negative
mischievous,Negative
mischievously,Negative
misconception,Negative
misconceptions,Negative
miscreant,Negative
miscreants,Negative
misdirection,Negative
miser,Negative
miserable,Negative
miserableness,Negative
miserably,Negative
miseries,Negative
miserly,Negative
misery,Negative
misfit,Negative
misfortune,Negative
misgiving,Negative
misgivings,Negative
misguidance,Negative
misguide,Negative
misguided,Negative
mishandle,Negative
mishap,Negative
misinform,Negative
misinformed,Negative
misinterpret,Negative
misjudge,Negative
misjudgment,Negative
mislead,Negative
misleading,Negative
misleadingly,Negative
mislike,Negative
mismanage,Negative
mispronounce,Negative
mispronounced,Negative
mispronounces,Negative
misread,Negative
misreading,Negative
misrepresent,Negative
misrepresentation,Negative
miss,Negative
missed,Negative
misses,Negative
misstatement,Negative
mist,Negative
mistake,Negative
mistaken,Negative
mistakenly,Negative
mistakes,Negative
mistified,Negative
mistress,Negative
mistrust,Negative
mistrustful,Negative
mistrustfully,Negative
mists,Negative
misunderstand,Negative
misunderstanding,Negative
misunderstandings,Negative
misunderstood,Negative
misuse,Negative
moan,Negative
mobster,Negative
mock,Negative
mocked,Negative
mockeries,Negative
mockery,Negative
mocking,Negative
mockingly,Negative
mocks,Negative
molest,Negative
molestation,Negative
monotonous,Negative
monotony,Negative
monster,Negative
monstrosities,Negative
monstrosity,Negative
monstrous,Negative
monstrously,Negative
moody,Negative
moot,Negative
mope,Negative
morbid,Negative
morbidly,Negative
mordant,Negative
mordantly,Negative
moribund,Negative
moron,Negative
moronic,Negative
morons,Negative
mortification,Negative
mortified,Negative
mortify,Negative
mortifying,Negative
motionless,Negative
motley,Negative
mourn,Negative
mourner,Negative
mournful,Negative
mournfully,Negative
muddle,Negative
muddy,Negative
mudslinger,Negative
mudslinging,Negative
mulish,Negative
mundane,Negative
murder,Negative
murderer,Negative
murderous,Negative
murderously,Negative
murky,Negative
mushy,Negative
musty,Negative
mysterious,Negative
mysteriously,Negative
mystery,Negative
mystify,Negative
myth,Negative
nag,Negative
nagging,Negative
naive,Negative
naively,Negative
narrower,Negative
nastily,Negative
nastiness,Negative
nasty,Negative
naughty,Negative
nauseate,Negative
nauseates,Negative
nauseating,Negative
nauseatingly,Negative
na�ve,Negative
nebulous,Negative
nebulously,Negative
needless,Negative
needlessly,Negative
needy,Negative
nefarious,Negative
nefariously,Negative
negate,Negative
negation,Negative
negative,Negative
negatives,Negative
negativity,Negative
neglect,Negative
neglected,Negative
negligence,Negative
negligent,Negative
nemesis,Negative
nepotism,Negative
nervous,Negative
nervously,Negative
nervousness,Negative
nettle,Negative
nettlesome,Negative
neurotic,Negative
neurotically,Negative
niggle,Negative
niggles,Negative
nightmare,Negative
nightmarish,Negative
nightmarishly,Negative
nitpick,Negative
nitpicking,Negative
noise,Negative
noises,Negative
noisier,Negative
noisy,Negative
nonexistent,Negative
nonresponsive,Negative
nonsense,Negative
nosey,Negative
notoriety,Negative
notorious,Negative
notoriously,Negative
noxious,Negative
nuisance,Negative
numb,Negative
objectionable,Negative
objections,Negative
oblique,Negative
obliterate,Negative
obliterated,Negative
oblivious,Negative
obnoxious,Negative
obnoxiously,Negative
obscene,Negative
obscenely,Negative
obscenity,Negative
obscure,Negative
obscured,Negative
obscures,Negative
obscurity,Negative
obsess,Negative
obsessive,Negative
